bolge,bolge_adi,bina_serial,tellcordia_id,location_id,ad,site_adi,blok_adi,kapi_no,mahalle,cadde,sokak,ilce,il,obek,lat,lon,kat,toplam_hp,res_hp,aktif_res,firsat,penetrasyon,ofis_km
7,Yıldırım · Osmangazi Doğu,BN-0000265336,112248,O13732680,MALİYE LOJMANLARI SİT. C BLK.,MALİYE LOJMANLARI,MALİYE LOJMANLARI,10,Maksem,3.külhan Sk.,3.külhan Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.177905478558976,29.0627677615671,4,10,10,0,10,0.0,10.408473557693192
7,Yıldırım · Osmangazi Doğu,BN-0000265337,112249,O13732681,MALİYE LOJMANLARI SİT. D BLK.,MALİYE LOJMANLARI,MALİYE LOJMANLARI,12,Maksem,3.külhan Sk.,3.külhan Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.17785738176119,29.06284526539397,5,10,10,0,10,0.0,10.416753718032243
7,Yıldırım · Osmangazi Doğu,BN-0000265338,112245,O13732682,MALİYE LOJMANLARI SİT. E BLK.,MALİYE LOJMANLARI,MALİYE LOJMANLARI,14,Maksem,3.külhan Sk.,3.külhan Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.17780970774733,29.06293058761516,5,10,10,1,9,0.1,10.425605800308826
7,Yıldırım · Osmangazi Doğu,BN-0000265006,112252,O13701785,MARTI  APT.,,,5,Maksem,Şehide Atiye Hanım Sk.,Şehide Atiye Hanım Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.17767299060228,29.062624984491247,4,17,17,1,16,0.0588235294117647,10.409301404861678
7,Yıldırım · Osmangazi Doğu,BN0001092783,113128,O32070917,METİN APT.,,,9,Maksem,Gönenç Sk.,Gönenç Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.17845323462318,29.062292049994667,7,7,7,3,4,0.4285714285714285,10.345095839257755
7,Yıldırım · Osmangazi Doğu,BN-0000283212,113118,O14644086,ONAR  APT.,,,16-18,Maksem,Maksem Cd.,Maksem Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.17820291257495,29.062183306843263,5,6,6,1,5,0.1666666666666666,10.349297148979476
7,Yıldırım · Osmangazi Doğu,BN-0000264741,112634,O13686715,ONUR SİT. A BLK.,ONUR,ONUR,53,Maksem,Çinkolukahve Sk.,Çinkolukahve Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.1772254390058,29.062679370082343,4,17,11,2,9,0.1818181818181818,10.435985220643834
7,Yıldırım · Osmangazi Doğu,BN-0000264742,112253,O13686716,ONUR SİT. B BLK.,ONUR,ONUR,4,Maksem,Osmanbey Çk. Sk.,Osmanbey Çk. Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.177076812672176,29.062765702479336,6,17,17,1,16,0.0588235294117647,10.450039717334928
7,Yıldırım · Osmangazi Doğu,BN-0000262677,112520,O13590111,ORHUN YILMAZ  APT.,,,6,Maksem,Çinkolu Kahve Sk.,Çinkolu Kahve Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.17916323315604,29.064626257860525,4,10,10,1,9,0.1,10.488381300425235
7,Yıldırım · Osmangazi Doğu,BN0001094510,113124,O32078948,PAMUK APT.,Null,Null,20,Maksem,Maksem Cd.,Maksem Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.17826897684786,29.06218964252588,5,8,8,1,7,0.125,10.346483569250648
7,Yıldırım · Osmangazi Doğu,BN-0000270357,112255,O13978662,PINAR SİT. A BLK.,PINAR,PINAR,7-9,Maksem,Köprü Cd.,Köprü Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.17675671305864,29.06245215722871,6,25,25,2,23,0.08,10.44269007265093
7,Yıldırım · Osmangazi Doğu,BN-0000282740,112254,O14590473,PINAR SİT. B BLK.,PINAR,PINAR,11,Maksem,Köprü Cd.,Köprü Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.17655364621921,29.062395497902145,6,32,32,2,30,0.0625,10.448829134742816
7,Yıldırım · Osmangazi Doğu,BN0001093964,110209,O32076167,SABIR APT.,,,4,Maksem,Öğreten Sk.,Öğreten Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18021139049165,29.06218010004063,5,6,6,1,5,0.1666666666666666,10.25075158321094
7,Yıldırım · Osmangazi Doğu,BN0001093946,110202,O32076144,SALMANLI  APT.,Null,Null,2,Maksem,Öğreten Sk.,Öğreten Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18026471870997,29.061999496112147,6,13,12,0,12,0.0,10.23436214538317
7,Yıldırım · Osmangazi Doğu,BN-0000265011,112611,O13701790,SEVGİ  APT.,,,33,Maksem,Çinkolu Kahve Sk.,Çinkolu Kahve Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.17769344742823,29.06338384346737,4,20,20,0,20,0.0,10.465783942657993
7,Yıldırım · Osmangazi Doğu,BN0001092782,113127,O32070916,SEVİNÇ APT.,,,11,Maksem,Gönenç Sk.,Gönenç Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.178390221478814,29.062248450248763,7,8,8,0,8,0.0,10.34491375129143
7,Yıldırım · Osmangazi Doğu,BN0001092796,110207,O32070933,SEYMEN APT.,,,34,Maksem,Maksem Cd.,Maksem Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.17955572606356,29.06202855184073,5,8,8,1,7,0.125,10.270849804454874
7,Yıldırım · Osmangazi Doğu,BN0001096547,113080,O32108786,SÜTAN KARDEŞLER APT.,,,48,Maksem,Çinkolu Kahve Sk.,Çinkolu Kahve Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.17768661205472,29.06293498962019,4,6,6,1,5,0.1666666666666666,10.432100265506008
7,Yıldırım · Osmangazi Doğu,BN-0000302953,16014742940,O17340455,SÜTÇÜOĞLU SİT. A BLK.,SÜTÇÜOĞLU,SÜTÇÜOĞLU,13,Maksem,Gökdere Boğazı Sk.,Gökdere Boğazı Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.17607684548536,29.06231002761064,15,15,15,3,12,0.2,10.466999061404245
7,Yıldırım · Osmangazi Doğu,BN-0000302954,16014742941,O17340456,SÜTÇÜOĞLU SİT. B BLK.,SÜTÇÜOĞLU,SÜTÇÜOĞLU,13/1,Maksem,Gökdere Boğazı Sk.,Gökdere Boğazı Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.175981661389535,29.062263687134667,15,15,15,4,11,0.2666666666666666,10.468457693666249
7,Yıldırım · Osmangazi Doğu,BN-0000302955,16014742942,O17340457,SÜTÇÜOĞLU SİT. C BLK.,SÜTÇÜOĞLU,SÜTÇÜOĞLU,13/2,Maksem,Gökdere Boğazı Sk.,Gökdere Boğazı Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.17587982965876,29.0622539277665,13,13,13,7,6,0.5384615384615384,10.473017780271926
7,Yıldırım · Osmangazi Doğu,BN-0000262678,112867,O13590112,TURGUT  APT.,,,4,Maksem,Çinkolu Kahve Sk.,Çinkolu Kahve Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.1792768678574,29.064648191298623,5,11,11,3,8,0.2727272727272727,10.48459932212786
7,Yıldırım · Osmangazi Doğu,BN0001092776,113145,O32070907,TUĞCE SİT. B BLK.,,,4,Maksem,3. Mehtap Sk.,3. Mehtap Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.17854072144098,29.06417185438157,4,6,6,0,6,0.0,10.483853783077826
7,Yıldırım · Osmangazi Doğu,BN0001092775,112915,O32070905,TUĞÇE APT. A BLOK,TUĞCE,TUĞCE,Diğer,Maksem,5. Çardak Sk.,5. Çardak Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.1784770014287,29.06403043692477,3,10,10,1,9,0.1,10.47619054401164
7,Yıldırım · Osmangazi Doğu,BN0001096546,112547,O32108784,ÇALIK APT.,,,7,Maksem,3. Külhan Sk.,3. Külhan Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.17804653047451,29.063007520488924,4,6,6,0,6,0.0,10.419632474736709
7,Yıldırım · Osmangazi Doğu,BN0001092786,113078,O32070923,ÇORUH APT.,,,31,Maksem,Başçı Sk.,Başçı Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.17848108109684,29.0623767499676,4,5,5,1,4,0.2,10.350149668115227
7,Yıldırım · Osmangazi Doğu,BN0001093961,112519,O32076164,ÖZ PİRİNÇ SİT. A BLK.,ÖZ PİRİNÇ,ÖZ PİRİNÇ,20,Maksem,İnanç Sk.,İnanç Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.1794204138582,29.06463427806132,4,12,12,1,11,0.0833333333333333,10.4766527686297
7,Yıldırım · Osmangazi Doğu,BN0001093962,112521,O32076165,ÖZ PİRİNÇ SİT. B BLK.,ÖZ PİRİNÇ,ÖZ PİRİNÇ,2,Maksem,Çinkolukahve Sk.,Çinkolukahve Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.17937156847707,29.06474526326585,5,8,8,1,7,0.125,10.487494901020868
7,Yıldırım · Osmangazi Doğu,BN0001096542,112636,O32108780,ÖZER APT.,,,39-41,Maksem,Çinkolu Kahve Sk.,Çinkolu Kahve Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.17754365598146,29.063149400817405,6,11,11,1,10,0.0909090909090909,10.455511247740787
7,Yıldırım · Osmangazi Doğu,BN-0000305417,112567,O17766036,ÖZGEN SİT. A BLK.,ÖZGEN,ÖZGEN,7,Maksem,Başçı Sk.,Başçı Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.178898726950976,29.06309751475332,5,9,9,4,5,0.4444444444444444,10.384442757127871
7,Yıldırım · Osmangazi Doğu,BN0001092779,110142,O32070911,ÖZGÜR SİT. B BLK.,ÖZGÜR,ÖZGÜR,28,Maksem,Maksem Cd.,Maksem Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.179209030670044,29.06213001138308,7,12,12,1,11,0.0833333333333333,10.29551188905129
7,Yıldırım · Osmangazi Doğu,BN-0000307423,113141,O18011496,ÖZKAYA  SİT. C BLK.,ÖZKAYA ,ÖZKAYA ,1/1,Maksem,3. Mehtap Sk.,3. Mehtap Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.1786918836606,29.06410034910868,3,7,7,2,5,0.2857142857142857,10.4710225757874
7,Yıldırım · Osmangazi Doğu,BN0001096538,112630,O32108776,ŞAFAK APT.,,,56,Maksem,Çinkolu Kahve Sk.,Çinkolu Kahve Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.1772647759407,29.06240034568605,5,10,10,2,8,0.2,10.41291093774914
7,Yıldırım · Osmangazi Doğu,BN-0000285065,16014742492,O14817196,NET MOBİL   APT.,,,23,Muradiye,Çekirge Cd.,Çekirge Cd.,Osmangazi,Bursa,BRS-CEKIRGE,40.19211228883834,29.04641933626208,4,4,0,0,0,,8.494287608363969
7,Yıldırım · Osmangazi Doğu,BN0001095743,112262,O32105322,ADI YOK, , ,22,Nalbantoğlu,Taşkapı Sk.,Taşkapı Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18167519366249,29.064989383115552,5,7,6,1,5,0.1666666666666666,10.398647120658834
7,Yıldırım · Osmangazi Doğu,BN0001095744,112400,O32105323,ADI YOK,,,3,Nalbantoğlu,Uzunçarşı Cd.,Uzunçarşı Cd.,Osmangazi,Bursa,BRS-BURSA MERKEZ,40.18459020503377,29.06480716881522,1,7,6,0,6,0.0,10.255702783630616
7,Yıldırım · Osmangazi Doğu,BN-0000265518,112862,O13738831,AKARSU  APT.,,,10,Nalbantoğlu,Akbıyık Cd.,Akbıyık Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.18208912512541,29.06235882164405,6,28,28,0,28,0.0,10.17618629708765
7,Yıldırım · Osmangazi Doğu,BN-0000271574,110363,O14019651,AKTAR APT.,,,92,Nalbantoğlu,Maksem Cd.,Maksem Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.18301854366951,29.061630091532763,4,13,0,1,0,,10.077280985387464
7,Yıldırım · Osmangazi Doğu,BN-0000270363,113055,O13978668,AKTUĞCU İŞ HANI APT.,,,8,Nalbantoğlu,Kocaoğlu Sk.,Kocaoğlu Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.182552605701005,29.063125650970047,6,10,0,0,0,,10.21434925245
7,Yıldırım · Osmangazi Doğu,BN-0000269971,110366,O13959370,ALTIOĞLU  APT.,,,13,Nalbantoğlu,Şeker Hoca Cd.,Şeker Hoca Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.182607149406,29.06192801862877,5,17,17,1,16,0.0588235294117647,10.119097057674484
7,Yıldırım · Osmangazi Doğu,BN-0000275858,112754,O14233028,AŞKIN  APT.,,,11/1,Nalbantoğlu,Kocaoğlu Sk.,Kocaoğlu Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18247477192397,29.06263892746312,6,16,16,2,14,0.125,10.180177104954248
7,Yıldırım · Osmangazi Doğu,BN-0000264721,112455,O13686695,BADEMLİOĞLU  APT.,,,15,Nalbantoğlu,Kocaoğlu Sk.,Kocaoğlu Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18268992178094,29.06204419650304,6,15,10,3,7,0.3,10.124312987424045
7,Yıldırım · Osmangazi Doğu,BN-0000270673,112936,O13990752,BADEMLİOĞLU APT.,,,84,Nalbantoğlu,Maksem Cd.,Maksem Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.1827251996333,29.06165890642409,2,21,13,0,13,0.0,10.092872717893332
7,Yıldırım · Osmangazi Doğu,BN-0000265517,112456,O13738829,BADEMLİOĞLU SİT. L BLK.,BADEMLİOĞLU,BADEMLİOĞLU,13/1,Nalbantoğlu,Kocaoğlu Sk.,Kocaoğlu Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18262049541335,29.06224066520304,6,10,5,1,4,0.2,10.142692491542544
7,Yıldırım · Osmangazi Doğu,BN-0000283297,112720,O14644475,BADEMOĞLU  APT.,,,80,Nalbantoğlu,Maksem Cd.,Maksem Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.18221154942872,29.061696165811323,6,18,14,3,11,0.2142857142857142,10.11934892876786
7,Yıldırım · Osmangazi Doğu,BN-0000265003,113045,O13701782,BAYRAKTAR 2 APT.,,,5-7,Nalbantoğlu,İpekçioğlu Sk.,İpekçioğlu Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18229576143962,29.06293938566625,6,13,11,3,8,0.2727272727272727,10.211608519874376
7,Yıldırım · Osmangazi Doğu,BN-0000283372,112460,O14645533,BAYRAKTAR 3 APT.,,,5,Nalbantoğlu,İpekçioğlu Çıkmazı Sk.,İpekçioğlu Çıkmazı Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18184281194484,29.06236201717444,4,9,9,1,8,0.1111111111111111,10.18781216064564
7,Yıldırım · Osmangazi Doğu,BN-0000301242,113008,O17257373,BEYSEL APT.,,,27,Nalbantoğlu,Akbıyık Cd.,Akbıyık Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.181705275035846,29.06315974957639,3,12,12,1,11,0.0833333333333333,10.255764515308016
7,Yıldırım · Osmangazi Doğu,BN-0000283229,112759,O14644103,BEYSEL SİT. C BLK.,BEYSEL,BEYSEL,13,Nalbantoğlu,Kocaoğlu Sk.,Kocaoğlu Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18255624723172,29.06243391388084,6,13,13,5,8,0.3846153846153846,10.160586581054067
7,Yıldırım · Osmangazi Doğu,BN-0000283230,112457,O14644104,BEYSEL SİT. D BLK.,BEYSEL,BEYSEL,11,Nalbantoğlu,Akbıyık Cd.,Akbıyık Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.18242927911801,29.06231283871701,4,13,13,0,13,0.0,10.15701248999592
7,Yıldırım · Osmangazi Doğu,BN-0000298095,112750,O17044666,CEYLANTEPE  APT.,,,14,Nalbantoğlu,İpekçioğlu Çıkmazı Sk.,İpekçioğlu Çıkmazı Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18160232966135,29.062316377572984,4,9,9,3,6,0.3333333333333333,10.195461045774191
7,Yıldırım · Osmangazi Doğu,BN-0000263995,113044,O13662095,CİHAN SİT. A BLK.,CİHAN,CİHAN,9,Nalbantoğlu,İpekçioğlu Sk.,İpekçioğlu Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.182188736897125,29.062908272102348,5,13,12,1,11,0.0833333333333333,10.21409454799512
7,Yıldırım · Osmangazi Doğu,BN-0000263996,113043,O13662096,CİHAN SİT. B BLK.,CİHAN,CİHAN,21,Nalbantoğlu,Akbıyık Cd.,Akbıyık Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.18211226292462,29.062789148678547,5,12,12,4,8,0.3333333333333333,10.208386219484328
7,Yıldırım · Osmangazi Doğu,BN0001096539,112195,O32108777,EROĞLU APT., , ,38,Nalbantoğlu,Ressam Şefik Bursalı Cd.,Ressam Şefik Bursalı Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.18157696494738,29.065001174654704,5,14,13,2,11,0.1538461538461538,10.404041594656062
7,Yıldırım · Osmangazi Doğu,BN0001093949,112747,O32076151,ERYIL APT.,,,22,Nalbantoğlu,Akbıyık Cd.,Akbıyık Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.1817237073747,29.06286035489713,4,4,4,1,3,0.25,10.231793814774845
7,Yıldırım · Osmangazi Doğu,BN-0000264724,112261,O13686698,EVKUR  APT.,,,6,Nalbantoğlu,Musluhittin Sk.,Musluhittin Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18149039095295,29.0645721856519,3,11,11,2,9,0.1818181818181818,10.374813833194846
7,Yıldırım · Osmangazi Doğu,BN0001093950,112748,O32076152,EVKUR APT.,,,18,Nalbantoğlu,Akbıyık Cd.,Akbıyık Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.18181090747588,29.062693636801058,5,5,5,1,4,0.2,10.214888970699612
7,Yıldırım · Osmangazi Doğu,BN-0000283375,113007,O14645541,EVİN SİT. A BLK.,EVİN,EVİN,12/1,Nalbantoğlu,İpekçioğlu Çıkmazı Sk.,İpekçioğlu Çıkmazı Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18170550535172,29.062086697515163,5,10,10,0,10,0.0,10.172949425302718
7,Yıldırım · Osmangazi Doğu,BN-0000283376,109836,O14645542,EVİN SİT. B BLK.,EVİN,EVİN,10,Nalbantoğlu,İpekçioğlu Çıkmazı Sk.,İpekçioğlu Çıkmazı Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18182546388518,29.06189471437862,4,9,9,0,9,0.0,10.152564509549949
7,Yıldırım · Osmangazi Doğu,BN-0000283377,113004,O14645543,EVİN SİT. C BLK.,EVİN,EVİN,8,Nalbantoğlu,İpekçioğlu Çıkmazı Sk.,İpekçioğlu Çıkmazı Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18192090601692,29.061940529809288,10,10,10,1,9,0.1,10.15166578189149
7,Yıldırım · Osmangazi Doğu,BN0001095746,112749,O32105325,GENCAL SİT. A BLK.,GENCAL,GENCAL,23A,Nalbantoğlu,Akbıyık Cd.,Akbıyık Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.182018209421656,29.06291362515341,6,12,12,2,10,0.1666666666666666,10.222330550076546
7,Yıldırım · Osmangazi Doğu,BN-0000301243,112745,O17257374,GEYLANİ  APT.,,,25,Nalbantoğlu,Akbıyık Cd.,Akbıyık Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.18189943156813,29.063108607882324,6,12,12,2,10,0.1666666666666666,10.242864536960491
7,Yıldırım · Osmangazi Doğu,BN-0000264725,112258,O13686699,GONCA  APT.,,,4,Nalbantoğlu,Musluhittin Sk.,Musluhittin Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18148165768396,29.06470137360581,4,10,10,3,7,0.3,10.385205568965532
7,Yıldırım · Osmangazi Doğu,BN0001096860,112857,O32113363,Gencal,,,10,Nalbantoğlu,Taşkapı Sk.,Taşkapı Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18186869988495,29.06456581001513,3,8,6,1,5,0.1666666666666666,10.357025697387131
7,Yıldırım · Osmangazi Doğu,BN0001094512,112446,O32078950,Gencal APT.,,,8/1C,Nalbantoğlu,Akbıyık Cd.,Akbıyık Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.182267429417365,29.062185362403333,5,11,9,0,9,0.0,10.154574563005294
7,Yıldırım · Osmangazi Doğu,BN-0000265362,112837,O13732707,KORUYUCU SİT. A BLK.,KORUYUCU,KORUYUCU,6/2,Nalbantoğlu,Taşkapı Sk.,Taşkapı Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.1819813387159,29.064468026801134,6,15,10,3,7,0.3,10.344325867803944
7,Yıldırım · Osmangazi Doğu,BN-0000265363,112840,O13732708,KORUYUCU SİT. B BLK.,KORUYUCU,KORUYUCU,6/1,Nalbantoğlu,Taşkapı Sk.,Taşkapı Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18204527716584,29.06436235653468,6,13,12,0,12,0.0,10.333231961189515
7,Yıldırım · Osmangazi Doğu,BN-0000265364,112839,O13732709,KORUYUCU SİT. C BLK.,KORUYUCU,KORUYUCU,6,Nalbantoğlu,Taşkapı Sk.,Taşkapı Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18215240380548,29.06433336071497,5,10,10,1,9,0.1,10.326123042134624
7,Yıldırım · Osmangazi Doğu,BN-0000283231,112174,O14644105,KURŞUNOĞLU  APT.,,,6,Nalbantoğlu,Behram Sk.,Behram Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18167219980794,29.063583982038026,5,12,12,2,10,0.1666666666666666,10.29006349497025
7,Yıldırım · Osmangazi Doğu,BN-0000275282,113053,O14170623,MEDİHA BURSALI  APT.,,,4,Nalbantoğlu,Kocaoğlu Sk.,Kocaoğlu Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18253643581439,29.063346670159632,6,10,10,1,9,0.1,10.232218335376317
7,Yıldırım · Osmangazi Doğu,BN-0000275286,112937,O14170627,PETEK  APT.,,,2,Nalbantoğlu,Akbıyık Cd.,Akbıyık Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.18246978341345,29.06167532743792,5,30,30,0,30,0.0,10.105843980276026
7,Yıldırım · Osmangazi Doğu,BN0001094829,112259,O32090139,SAADET APT.,,,18,Nalbantoğlu,Taşkapı Sk.,Taşkapı Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18171029402683,29.064797962716504,6,7,6,2,4,0.3333333333333333,10.382223547540928
7,Yıldırım · Osmangazi Doğu,BN-0000270674,110653,O13990753,SEZER PASAJI APT.,,,2/1,Nalbantoğlu,2. Bademli Sk.,2. Bademli Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18285728690068,29.06241646985808,4,26,0,1,0,,10.145556418188312
7,Yıldırım · Osmangazi Doğu,BN-0000264729,110654,O13686703,SEZER SİT. A BLK.,SEZER,SEZER,9,Nalbantoğlu,Şeker Hoca Cd.,Şeker Hoca Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.18285174250661,29.0621466124072,6,12,7,0,7,0.0,10.124886790079492
7,Yıldırım · Osmangazi Doğu,BN-0000264730,112934,O13686704,SEZER SİT. B BLK.,SEZER,SEZER,14,Nalbantoğlu,Kocaoğlu Sk.,Kocaoğlu Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.1827858377664,29.062313931488536,6,12,7,1,6,0.1428571428571428,10.140846876930045
7,Yıldırım · Osmangazi Doğu,BN-0000264731,110655,O13686705,SEZER SİT. C BLK.,SEZER,SEZER,12,Nalbantoğlu,Kocaoğlu Sk.,Kocaoğlu Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18270650526042,29.062510031810355,6,13,7,0,7,0.0,10.159647361334624
7,Yıldırım · Osmangazi Doğu,BN-0000379428,110650,O25928668,TAHTAKIRAN APT. APT.,,,7,Nalbantoğlu,Şeker Hoca Cd.,Şeker Hoca Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.18292533019729,29.062303232305187,6,7,5,2,3,0.4,10.133694389363788
7,Yıldırım · Osmangazi Doğu,BN0001094506,113005,O32078944,TEK APT.,,,2A,Nalbantoğlu,İpekçioğlu Çıkmazı Sk.,İpekçioğlu Çıkmazı Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18196552576476,29.061984966982735,6,6,6,1,5,0.1666666666666666,10.15302636161102
7,Yıldırım · Osmangazi Doğu,BN0001095485,112858,O32102817,UYSAL APT.,,,12,Nalbantoğlu,Taşkapı Sk.,Taşkapı Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18183158339405,29.064628691795605,5,8,6,1,5,0.1666666666666666,10.36358657220606
7,Yıldırım · Osmangazi Doğu,BN-0000270666,112178,O13990745,YÜKSEL KARDEŞLER SİT. A BLK.,YÜKSEL KARDEŞLER,YÜKSEL KARDEŞLER,28,Nalbantoğlu,Akbıyık Cd.,Akbıyık Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.18126380584665,29.0630728403774,4,28,28,2,26,0.0714285714285714,10.2695471227979
7,Yıldırım · Osmangazi Doğu,BN-0000270667,112177,O13990746,YÜKSEL KARDEŞLER SİT. B BLK.,YÜKSEL KARDEŞLER,YÜKSEL KARDEŞLER,30,Nalbantoğlu,Akbıyık Cd.,Akbıyık Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.18117854684126,29.06308170366393,4,20,20,1,19,0.05,10.27420996240886
7,Yıldırım · Osmangazi Doğu,BN-0000263997,112860,O13662097,ÇAMDAR SİT. A BLK.,ÇAMDAR,ÇAMDAR,4,Nalbantoğlu,İpekçioğlu Çıkmazı Sk.,İpekçioğlu Çıkmazı Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18214453998896,29.062110724677066,4,11,11,1,10,0.0909090909090909,10.154463324410392
7,Yıldırım · Osmangazi Doğu,BN-0000263998,112453,O13662098,ÇAMDAR SİT. B BLK.,ÇAMDAR,ÇAMDAR,6,Nalbantoğlu,İpekçioğlu Çıkmazı Sk.,İpekçioğlu Çıkmazı Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18203956915036,29.06203021402178,5,5,5,0,5,0.0,10.1530920885284
7,Yıldırım · Osmangazi Doğu,BN0001096858,112861,O32113361,ÇEKİRGE,,,1,Nalbantoğlu,İpekçioğlu Çıkmazı Sk.,İpekçioğlu Çıkmazı Sk.,Osmangazi,Bursa,BRS-MAKSEM,40.18200154893931,29.062247414093516,5,8,7,0,7,0.0,10.171621110418055
7,Yıldırım · Osmangazi Doğu,BN0001093957,112180,O32076159,ÖZ PARLAK APT.,,,20,Nalbantoğlu,Akbıyık Cd.,Akbıyık Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.18176867357096,29.06276595395322,5,5,5,2,3,0.4,10.222425592646632
7,Yıldırım · Osmangazi Doğu,BN0001094826,109838,O32090136,ÜSTÜNBERK APT.,,,8,Nalbantoğlu,Akbıyık Cd.,Akbıyık Cd.,Osmangazi,Bursa,BRS-MAKSEM,40.18233979440853,29.06202834829293,5,10,7,3,4,0.4285714285714285,10.13911010406534
7,Yıldırım · Osmangazi Doğu,BN0001096521,110229,O32108733,İSİMSİZ,,,48A,Nalbantoğlu,Yorgancılar Çarsısı Sk.,Yorgancılar Çarsısı Sk.,Osmangazi,Bursa,BRS-BURSA MERKEZ,40.1857111911681,29.06288975671236,2,4,4,0,4,0.0,10.05761122614305
7,Yıldırım · Osmangazi Doğu,BN-0000405811,16014741235,O27166401,BİA PORT ZAFER SİT. A BLK.,BİA PORT ZAFER,A,2A,Namık Kemal,3. Namık Kemal Sk.,3. Namık Kemal Sk.,Osmangazi,Bursa,BRS-BURSA MERKEZ,40.19404865042291,29.076690138010356,17,90,88,1,87,0.0113636363636363,10.86783554629177
