bina_serial,tellcordia_id,location_id,onemap_objectid,eslesme,ad,site_adi,blok_adi,kapi_no,bina_turu,mahalle,cadde,sokak,ilce,il,obek,site_grup,lat,lon,konum_kaynagi,taban_alani_m2,kat,kat_kaynagi,konut_sayisi,isyeri_sayisi,toplam_hp,soho_hp,res_hp,aktif_toplam,aktif_res,aktif_soho,aktif_toptan,aktif_esnaf,aktif_diger,firsat,bina,penetrasyon,kurulum_son_ay,churn_son_ay,tv,tv_yan_oda,protokol_segment,toplu_satis,altyapi,teknoloji,evrak_tipi,sales_ready,satisa_hazir_yil,uavt_bina_kodu,ofis_km
BN-0000330147,16014744115,O22145140,2219882.0,Tellcordia ID,YUNUS KENT SİT. C BLK.,YUNUS KENT,C,3,SİTE,Yunusemre,Beypınar Sk.,Beypınar Sk.,Yıldırım,Bursa,BRS-MILLET,S:Yıldırım|Yunusemre|YUNUS KENT#1,40.21025562502657,29.104123885446995,OneMap bina poligonu merkezi,154.44346793619684,30,Tahmin,36.0,0.0,36,0,36,16,16,0,0,0,0,20,1,0.4444444444444444,0,0,6,1,BİREYSEL,,GPON,GPON,BF,2021-01-20,2021.0,29780213.0,12.85006528693155
BN-0000330148,16014744116,O22145141,2219883.0,Tellcordia ID,YUNUS KENT SİT. D BLK.,YUNUS KENT,D,6-1,SİTE,Yunusemre,5. Akar Sk.,5. Akar Sk.,Yıldırım,Bursa,BRS-MILLET,S:Yıldırım|Yunusemre|YUNUS KENT#1,40.21045656283797,29.104340619332604,OneMap bina poligonu merkezi,169.4179202703204,29,Tahmin,36.0,0.0,36,0,36,7,7,0,0,0,0,29,1,0.19444444444444445,0,0,1,0,BİREYSEL,,GPON,GPON,BF,2021-01-20,2021.0,26393164.0,12.866491975692597
BN-0000330286,16014744117,O22154560,2219936.0,Tellcordia ID,KARE SUTES APT.,,,37,TEKİL KONUT,Ertuğrul,134. Sk.,134. Sk.,Nilüfer,Bursa,BRS-OZLUCE,B:BN-0000330286,40.21762412345883,28.91681926828989,OneMap bina poligonu merkezi,273.9666633938956,14,Tahmin,28.0,0.0,28,0,28,17,15,0,2,0,0,13,1,0.5357142857142857,0,0,7,0,BİREYSEL,,GPON,GPON,BF,2020-11-06,2020.0,26049206.0,3.13575072894565
BN-0000330287,16014730131,O22154561,1248346.0,Tellcordia ID,FLORYA EVLERİ SİT. A BLK.,FLORYA EVLERİ,FLORYA EVLERİ,9A,Site,Geçit,Şehit Er Turgut Akyüz Sk.,Şehit Er Turgut Akyüz Sk.,Osmangazi,Bursa,BRS-GECIT,S:Osmangazi|Geçit|FLORYA#1,40.2707646496081,28.953113086516986,OneMap bina poligonu merkezi,186.54742563018337,7,Tahmin,10.0,0.0,10,0,10,6,6,1,0,0,0,4,1,0.6,0,0,6,0,BİREYSEL,,FTTb,,BF,2020-10-14,2020.0,29989067.0,5.564915047788478
BN-0000330288,16014730132,O22154562,1248347.0,Tellcordia ID,FLORYA EVLERİ SİT. B BLK.,FLORYA EVLERİ,FLORYA EVLERİ,9B,Site,Geçit,Şehit Er Turgut Akyüz Sk.,Şehit Er Turgut Akyüz Sk.,Osmangazi,Bursa,BRS-GECIT,S:Osmangazi|Geçit|FLORYA#1,40.27087549970277,28.95328862217161,OneMap bina poligonu merkezi,204.7772567172609,7,Tahmin,10.0,0.0,10,0,10,7,5,0,2,0,0,5,1,0.5,0,0,3,1,BİREYSEL,,FTTb,,BF,2020-10-14,2020.0,29989077.0,5.577097473523628
BN-0000330289,16014730133,O22154563,1248348.0,Tellcordia ID,FLORYA EVLERİ SİT. C BLK.,FLORYA EVLERİ,FLORYA EVLERİ,9C,Site,Geçit,Şehit Er Turgut Akyüz Sk.,Şehit Er Turgut Akyüz Sk.,Osmangazi,Bursa,BRS-GECIT,S:Osmangazi|Geçit|FLORYA#1,40.27087196512224,28.953641324872006,OneMap bina poligonu merkezi,216.17629311593365,6,Tahmin,10.0,0.0,10,0,10,9,9,0,0,0,0,1,1,0.9,0,0,7,2,BİREYSEL,,FTTb,,BF,2020-10-14,2020.0,29989093.0,5.576677696195286
BN-0000330290,16014730134,O22154564,1248349.0,Tellcordia ID,FLORYA EVLERİ SİT. D BLK.,FLORYA EVLERİ,FLORYA EVLERİ,9D,Site,Geçit,Şehit Er Turgut Akyüz Sk.,Şehit Er Turgut Akyüz Sk.,Osmangazi,Bursa,BRS-GECIT,S:Osmangazi|Geçit|FLORYA#1,40.270591468300836,28.953700775977456,OneMap bina poligonu merkezi,201.9932003682647,7,Tahmin,10.0,0.0,10,0,10,8,8,0,0,0,0,2,1,0.8,1,0,5,0,BİREYSEL,,FTTb,,BF,2020-10-14,2020.0,29989115.0,5.545673141861274
BN-0000330291,16014730135,O22154565,1248350.0,Tellcordia ID,FLORYA EVLERİ SİT. E BLK.,FLORYA EVLERİ,FLORYA EVLERİ,9E,Site,Geçit,Şehit Er Turgut Akyüz Sk.,Şehit Er Turgut Akyüz Sk.,Osmangazi,Bursa,BRS-GECIT,S:Osmangazi|Geçit|FLORYA#1,40.270451649002595,28.95351113333333,OneMap bina poligonu merkezi,181.70757624676898,7,Tahmin,10.0,0.0,10,0,10,7,7,0,0,0,0,3,1,0.7,1,0,1,0,BİREYSEL,,FTTb,,BF,2020-10-14,2020.0,29989143.0,5.530193582518998
BN-0000330348,16014744120,O22168071,2220480.0,Tellcordia ID,DEMİRKENT SİT. A BLK.,DEMİRKENT,A,15,SİTE,Demirci,Esengül Sk.,Esengül Sk.,Nilüfer,Bursa,ISTAD-SULTANCIFTLIGI,S:Nilüfer|Demirci|DEMIRKENT#1,40.19489103612517,28.938460559934736,OneMap bina poligonu merkezi,629.4906286421748,3,Tahmin,15.0,2.0,15,3,12,13,11,3,0,2,0,1,1,0.9166666666666666,0,0,8,0,BİREYSEL,,GPON,GPON,BF,2021-02-14,2021.0,40024716.0,3.1016293790399594
BN-0000330349,16014744121,O22168072,2220481.0,Tellcordia ID,DEMİRKENT SİT. B BLK.,DEMİRKENT,B,15B,SİTE,Demirci,Esengül Sk.,Esengül Sk.,Nilüfer,Bursa,ISTAD-SULTANCIFTLIGI,S:Nilüfer|Demirci|DEMIRKENT#1,40.19467633488619,28.938231518138625,OneMap bina poligonu merkezi,640.6053899559743,3,Tahmin,12.0,3.0,12,3,9,8,7,0,1,0,0,2,1,0.7777777777777778,0,0,4,0,BİREYSEL,,GPON,GPON,BF,2021-02-14,2021.0,25085160.0,3.131300444357074
BN-0000330350,16014744122,O22168073,2220483.0,Tellcordia ID,YALÇIN APT.,,,1,TEKİL KONUT,Ertuğrul,Doğan Avcıoğlu Cd.,Doğan Avcıoğlu Cd.,Nilüfer,Bursa,BRS-OZLUCE,B:BN-0000330350,40.21808264237407,28.925115269330817,OneMap bina poligonu merkezi,447.9890399103296,4,Tahmin,13.0,3.0,13,3,10,3,3,0,0,0,0,7,1,0.3,0,0,0,0,BİREYSEL,,FTTb,,BF,2021-06-02,2021.0,26209590.0,2.4291172461986084
BN-0000330351,117522,O22168074,207446.0,Tellcordia ID,ŞENOCAK APT. APT.,,,2,TEKİL KONUT,Esentepe,Güvercin Sk.,Güvercin Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-0000330351,40.22353766620346,28.991167977970022,OneMap bina poligonu merkezi,554.6026371719915,5,OneMap,8.0,0.0,8,0,8,2,1,0,1,0,0,7,1,0.125,0,0,1,0,BİREYSEL,,GPON,GPON,BF,2021-04-16,2021.0,17184587.0,3.2176805382816185
BN-0000330352,16014744118,O22168075,2219955.0,Tellcordia ID,BALAT SU APT.,,,1,TEKİL KONUT,Ahmet Yesevi,Hudut Sk.,Hudut Sk.,Nilüfer,Bursa,BRS-GECIT,B:BN-0000330352,40.26662680398779,28.94602455502363,OneMap bina poligonu merkezi,428.66538629917136,10,Tahmin,32.0,0.0,32,0,32,1,1,2,0,0,0,31,1,0.03125,0,0,1,0,BİREYSEL,,FTTb,,BF,2020-11-07,2020.0,43126794.0,5.146938065780465
BN-0000330394,115289,O22170336,268108.0,Tellcordia ID,AZARKENT SİT. A BLK.,AZARKENT,A,10,SİTE,Cumhuriyet,Seyhan Sk.,Seyhan Sk.,Nilüfer,Bursa,BRS-ATAEVLER,S:Nilüfer|Cumhuriyet|AZARKENT#1,40.22424129659578,28.973691166541983,OneMap bina poligonu merkezi,326.5995209565239,6,OneMap,17.0,0.0,17,0,17,7,6,0,1,0,0,11,1,0.35294117647058826,0,0,5,0,BİREYSEL,,GPON,GPON,BF,2020-11-28,2020.0,17185352.0,1.7646837109835523
BN-0000330395,115040,O22170337,268085.0,Tellcordia ID,AZARKENT SİT. B BLK.,AZARKENT,B,5,SİTE,Cumhuriyet,Kırkpınar Sk.,Kırkpınar Sk.,Nilüfer,Bursa,BRS-ATAEVLER,S:Nilüfer|Cumhuriyet|AZARKENT#1,40.224062009492364,28.973447481788273,OneMap bina poligonu merkezi,246.2026953920703,5,OneMap,10.0,0.0,10,0,10,3,3,1,0,0,0,7,1,0.3,0,0,1,0,BİREYSEL,,GPON,GPON,BF,2020-11-28,2020.0,17185336.0,1.739901872500843
BN-0000330396,115288,O22170338,264798.0,Tellcordia ID,AZARKENT SİT. C BLK.,AZARKENT,C,15,SİTE,Cumhuriyet,Damla Sk.,Damla Sk.,Nilüfer,Bursa,BRS-ATAEVLER,S:Nilüfer|Cumhuriyet|AZARKENT#1,40.22399941151651,28.97379675695439,OneMap bina poligonu merkezi,164.08508307150342,5,OneMap,11.0,0.0,11,0,11,7,7,0,0,0,0,4,1,0.6363636363636364,0,0,5,0,BİREYSEL,,GPON,GPON,BF,2020-11-28,2020.0,17185416.0,1.7672502805832135
BN-0000330397,16014744124,O22170339,2220605.0,Tellcordia ID,KARYA ÖZLÜCE SİT. A BLK.,KARYA ÖZLÜCE,A,70A,SİTE,Altınşehir,Uğur Mumcu Blv.,Uğur Mumcu Blv.,Nilüfer,Bursa,BRS-OZLUCE,S:Nilüfer|Altınşehir|KARYA OZLUCE#1,40.22021465991644,28.91848104902289,OneMap bina poligonu merkezi,123.95258335328941,18,Tahmin,18.0,18.0,18,18,0,1,1,1,0,0,0,0,1,,0,0,0,0,BİREYSEL,,FTTb,,BF,2020-11-23,2020.0,48465954.0,2.979125517803782
BN-0000330398,16014744125,O22170340,2220606.0,Tellcordia ID,KARYA ÖZLÜCE SİT. B BLK.,KARYA ÖZLÜCE,B,70B,SİTE,Altınşehir,Uğur Mumcu Blv.,Uğur Mumcu Blv.,Nilüfer,Bursa,BRS-OZLUCE,S:Nilüfer|Altınşehir|KARYA OZLUCE#1,40.22048927638487,28.91871413304757,OneMap bina poligonu merkezi,172.4092935179531,25,Tahmin,32.0,0.0,32,0,32,21,20,0,1,0,0,12,1,0.625,0,0,12,1,BİREYSEL,,FTTb,,BF,2020-11-23,2020.0,48465994.0,2.9592162541746934
BN-0000330399,16014744126,O22170341,2220620.0,Tellcordia ID,YEDİ KARDEŞLER SİT. A BLK.,YEDİ KARDEŞLER,A,3AD,SİTE,Kurtuluş,Bayrak Cd.,Bayrak Cd.,Nilüfer,Bursa,BRS-GORUKLE,S:Nilüfer|Kurtuluş|YEDI KARDESLER#1,40.21629279362071,28.828964960399894,OneMap bina poligonu merkezi,162.1626200006017,10,Tahmin,12.0,0.0,12,0,12,3,2,1,0,1,0,10,1,0.16666666666666666,0,0,0,0,BİREYSEL,,GPON,GPON,BF,2021-09-15,2021.0,36918576.0,10.59782000755977
BN-0000330400,16014744127,O22170342,2220621.0,Tellcordia ID,YEDİ KARDEŞLER SİT. B BLK.,YEDİ KARDEŞLER,B,1BB,SİTE,Kurtuluş,Eski Bağlar Sk.,Eski Bağlar Sk.,Nilüfer,Bursa,BRS-GORUKLE,S:Nilüfer|Kurtuluş|YEDI KARDESLER#1,40.21655228471029,28.8288763111288,OneMap bina poligonu merkezi,127.71255901115461,12,Tahmin,12.0,0.0,12,0,12,3,3,0,0,0,0,9,1,0.25,0,0,1,0,BİREYSEL,,GPON,GPON,BF,2021-09-15,2021.0,36918570.0,10.604146785374917
BN-0000330627,117270,O22246094,205352.0,Tellcordia ID,KASIMLAR SİT. A BLK. APT.,,,7,TEKİL KONUT,Esentepe,Arı Sk.,Arı Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-0000330627,40.224165158358865,28.985568530561736,OneMap bina poligonu merkezi,327.36018064843444,5,OneMap,11.0,0.0,11,1,10,5,5,0,0,0,0,5,1,0.5,0,0,2,0,BİREYSEL,,GPON,GPON,BF,2021-03-11,2021.0,17184333.0,2.754426195611066
BN-0000330628,117271,O22246095,205353.0,Tellcordia ID,KASIMLAR SİT. B BLK. APT.,,,88,TEKİL KONUT,Esentepe,Tuna Cd.,Tuna Cd.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-0000330628,40.22385781027505,28.985612991967216,OneMap bina poligonu merkezi,278.5566337665398,5,OneMap,11.0,2.0,11,1,10,8,7,1,0,1,0,3,1,0.7,0,0,3,0,BİREYSEL,,GPON,GPON,BF,2021-03-11,2021.0,17185001.0,2.753290181212462
BN-0000330629,117265,O22246096,205304.0,Tellcordia ID,TİMUR APT.,,,89,TEKİL KONUT,Esentepe,Gürler Cd.,Gürler Cd.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-0000330629,40.2259453696713,28.98425825292634,OneMap bina poligonu merkezi,396.08963771365296,5,OneMap,12.0,0.0,12,2,10,6,6,0,0,0,0,4,1,0.6,0,0,1,1,BİREYSEL,,GPON,GPON,BF,2021-04-16,2021.0,17184264.0,2.6820932452640687
BN-0000330630,116912,O22246097,264884.0,Tellcordia ID,ÇORUH SİT. A BLOK APT.,,,6,TEKİL KONUT,Esentepe,İstiklal Cd.,İstiklal Cd.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-0000330630,40.22774161124319,28.985753823911033,OneMap bina poligonu merkezi,349.8374775633134,5,OneMap,11.0,0.0,11,1,10,5,4,0,1,0,0,6,1,0.4,0,0,1,0,BİREYSEL,,GPON,GPON,BF,2021-03-19,2021.0,17185035.0,2.855737924734742
BN-0000330631,116911,O22246098,264883.0,Tellcordia ID,ÇORUH SİTESİ SİT. B BLOK BLK.,ÇORUH SİTESİ,B BLOK,4,SİTE,Esentepe,İstiklal Cd.,İstiklal Cd.,Nilüfer,Bursa,BRS-ATAEVLER,S:Nilüfer|Esentepe|CORUH#1,40.22799530263406,28.985697643847963,OneMap bina poligonu merkezi,340.6639581484792,5,OneMap,10.0,0.0,10,1,9,4,4,0,0,0,0,5,1,0.4444444444444444,0,0,4,0,BİREYSEL,,GPON,GPON,BF,2021-03-19,2021.0,17185033.0,2.8592298909216085
BN-0000330632,116910,O22246099,264882.0,Tellcordia ID,ÇORUH SİTESİ SİT. C BLOK BLK.,ÇORUH SİTESİ,C BLOK,2,SİTE,Esentepe,İstiklal Cd.,İstiklal Cd.,Nilüfer,Bursa,BRS-ATAEVLER,S:Nilüfer|Esentepe|CORUH#1,40.22824956307912,28.985640501890337,OneMap bina poligonu merkezi,345.5166022792497,5,OneMap,11.0,0.0,11,1,10,2,2,0,0,0,0,8,1,0.2,0,0,1,0,BİREYSEL,,GPON,GPON,BF,2021-03-19,2021.0,17185031.0,2.8629414575716936
BN-0000330634,101930,O22246101,355028.0,Tellcordia ID,KARNUR UĞURLU APT. APT.,,,96,TEKİL KONUT,Esentepe,Gürler Cd.,Gürler Cd.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-0000330634,40.225236266929016,28.983918585378515,OneMap bina poligonu merkezi,292.5640526677959,4,OneMap,7.0,1.0,7,1,6,3,3,1,0,0,0,3,1,0.5,0,1,1,0,BİREYSEL,,GPON,GPON,BF,2021-04-16,2021.0,20219245.0,2.637097297288825
BN-0000330635,117203,O22246102,264892.0,Tellcordia ID,SILA APT. APT.,,,87,TEKİL KONUT,Esentepe,Gürler Cd.,Gürler Cd.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-0000330635,40.22625423517661,28.984142932578358,OneMap bina poligonu merkezi,315.76788431154694,5,OneMap,12.0,0.0,12,2,10,5,5,0,0,0,0,5,1,0.5,0,0,4,0,BİREYSEL,,GPON,GPON,BF,2021-04-16,2021.0,20219053.0,2.6805360492404806
BN-0000330638,116923,O22246106,207367.0,Tellcordia ID,YELERİ OLGU SİT. A  BLK.,YELERİ OLGU,A ,3,SİTE,Esentepe,Ağaçlık Sk.,Ağaçlık Sk.,Nilüfer,Bursa,BRS-ATAEVLER,S:Nilüfer|Esentepe|YELERI OLGU#1,40.22543798868919,28.99036642698936,OneMap bina poligonu merkezi,344.7569624243231,4,OneMap,11.0,0.0,11,3,8,2,2,0,0,0,0,6,1,0.25,0,0,1,0,BİREYSEL,,GPON,GPON,BF,2021-03-23,2021.0,16820314.0,3.179675358729825
BN-0000330639,106473,O22246107,354727.0,Tellcordia ID,YELERİ OLGU SİT. B  BLK.,YELERİ OLGU,B ,1,SİTE,Esentepe,Ağaçlık Sk.,Ağaçlık Sk.,Nilüfer,Bursa,BRS-ATAEVLER,S:Nilüfer|Esentepe|YELERI OLGU#1,40.22543053960717,28.990657786603354,OneMap bina poligonu merkezi,348.33156209022457,4,OneMap,10.0,0.0,10,2,8,6,6,1,0,0,0,2,1,0.75,0,0,3,0,BİREYSEL,,GPON,GPON,BF,2021-03-23,2021.0,25897541.0,3.203924621135191
BN-0000330762,106983,O22283995,352404.0,Tellcordia ID,TUĞÇE SİT. A BLOK BLK.,TUĞÇE,A BLOK,21,SİTE,Fethiye,Ulu Cd.,Ulu Cd.,Nilüfer,Bursa,BRS-ATAEVLER,S:Nilüfer|Fethiye|TUGCE,40.23165182553874,28.9725765440109,OneMap bina poligonu merkezi,220.72735118857895,6,OneMap,10.0,4.0,10,2,8,6,5,1,1,0,0,3,1,0.625,0,0,2,0,BİREYSEL,,GPON,GPON,BF,2021-03-09,2021.0,17198694.0,2.0393491908523473
BN-0000330764,16014744148,O22283997,2222097.0,Tellcordia ID,DURMAZ APT.,,,9,TEKİL KONUT,Fethiye,Çelebi Sk.,Çelebi Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-0000330764,40.23196379167591,28.973927296505522,OneMap bina poligonu merkezi,129.1835573061731,12,Tahmin,12.0,4.0,12,4,8,6,4,1,1,1,0,4,1,0.5,0,0,4,0,BİREYSEL,,GPON,GPON,BF,2020-12-20,2020.0,17198686.0,2.1518952786796657
BN-0000330765,106449,O22283998,354463.0,Tellcordia ID,IŞIK KALE APT. APT.,,,76,TEKİL KONUT,Fethiye,Ulu Cd.,Ulu Cd.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-0000330765,40.2320651165308,28.973171858632586,OneMap bina poligonu merkezi,319.9038912425079,5,OneMap,12.0,4.0,12,4,8,5,4,1,0,1,0,4,1,0.5,0,0,3,0,BİREYSEL,,GPON,GPON,BF,2021-02-14,2021.0,17198719.0,2.1073162676313353
BN-0000330766,16014744149,O22283999,2222098.0,Tellcordia ID,ULUDAĞ APT.,,,4,TEKİL KONUT,Fethiye,Havzalı Sk.,Havzalı Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-0000330766,40.23350355455422,28.9742636088659,OneMap bina poligonu merkezi,99.70433654942241,5,Tahmin,5.0,0.0,5,0,5,3,3,0,0,0,0,2,1,0.6,0,0,2,1,BİREYSEL,,GPON,GPON,BF,2021-11-25,2021.0,36844586.0,2.2789377403331805
BN-0000330767,103892,O22284000,352995.0,Tellcordia ID,KİBARLAR APT.,,,5,TEKİL KONUT,Esentepe,Yeşil Sk.,Yeşil Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-0000330767,40.22538675364619,28.980593963652726,OneMap bina poligonu merkezi,88.81694444568606,2,OneMap,12.0,0.0,12,2,10,10,10,0,0,0,0,0,1,1.0,1,0,7,0,BİREYSEL,,GPON,GPON,BF,2021-01-28,2021.0,32203484.0,2.3647616675399075
BN-0000330768,117080,O22284001,207438.0,Tellcordia ID,KONUK APT.,,,7,TEKİL KONUT,İhsaniye,Fulya Sk.,Fulya Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-0000330768,40.2221095861354,28.986426563485008,OneMap bina poligonu merkezi,401.939451402455,5,OneMap,8.0,0.0,8,0,8,8,7,0,1,0,0,1,1,0.875,0,0,5,1,BİREYSEL,,GPON,GPON,BF,2021-04-16,2021.0,25166295.0,2.802455959779386
BN-0000330769,16014744150,O22284002,2222100.0,Tellcordia ID,TAŞPALAS APT.,,,58/4,TEKİL KONUT,Görükle,Fevzi Çakmak Cd.,Fevzi Çakmak Cd.,Nilüfer,Bursa,BRS-GORUKLE,B:BN-0000330769,40.232966441990584,28.832745369591468,OneMap bina poligonu merkezi,278.2654021883932,12,Tahmin,24.0,0.0,24,0,24,3,1,1,1,1,0,23,1,0.041666666666666664,1,0,1,0,BİREYSEL,,FTTb,,BF,2021-09-15,2021.0,36091795.0,10.359607989073094
BN-0000330770,16014744151,O22284003,2222101.0,Tellcordia ID,AKASYA EVLERİ APT.,,,2,TEKİL KONUT,Görükle,Üzüm Sk.,Üzüm Sk.,Nilüfer,Bursa,BRS-GORUKLE,B:BN-0000330770,40.23667380379625,28.839840858032996,OneMap bina poligonu merkezi,380.32974204592443,4,Tahmin,12.0,0.0,12,0,12,7,7,0,0,0,0,5,1,0.5833333333333334,0,0,4,0,BİREYSEL,,FTTb,,BF,2020-11-30,2020.0,31157992.0,9.828792471716884
BN-0000330785,16014744152,O22336138,2222148.0,Tellcordia ID,ALAATTİN CEBEL APT.,,,2,TEKİL KONUT,Esentepe,İnegöl Sk.,İnegöl Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-0000330785,40.228541672872225,28.984826543924743,OneMap bina poligonu merkezi,72.92368822460351,12,Tahmin,12.0,2.0,12,2,10,3,2,0,1,0,0,8,1,0.2,0,0,2,0,BİREYSEL,,GPON,GPON,BF,2021-02-14,2021.0,17184322.0,2.807198993860299
BN-0000330964,16014744154,O22352465,2222513.0,Tellcordia ID,KİRAZ LİFE APT.,,,13,TEKİL KONUT,Görükle,Erguvan Sk.,Erguvan Sk.,Nilüfer,Bursa,BRS-GORUKLE,B:BN-0000330964,40.23383506666667,28.835558509618686,OneMap bina poligonu merkezi,152.94244344717177,18,Tahmin,20.0,0.0,20,0,20,7,6,0,1,0,0,14,1,0.3,0,2,4,0,BİREYSEL,,FTTb,,BF,2021-09-15,2021.0,35189007.0,10.136279478135064
BN-0000331206,117233,O22373197,205446.0,Tellcordia ID,IŞIK  APT.,,,15,TEKİL KONUT,İhsaniye,Bayır Sk.,Bayır Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-0000331206,40.22112470666978,28.98356823961256,OneMap bina poligonu merkezi,343.33948790612516,6,OneMap,24.0,0.0,24,0,24,3,3,0,0,0,0,21,1,0.125,0,0,3,0,BİREYSEL,,GPON,GPON,BF,2021-03-09,2021.0,17182275.0,2.554525440819595
BN-0000331208,16014739218,O22373199,1355812.0,Tellcordia ID,DAĞLAR  APT.,,,7,TEKİL KONUT,Çalı,98. Sk.,98. Sk.,Nilüfer,Bursa,BRS-CALI_E-HP,B:BN-0000331208,40.16731605202778,28.915288368250927,OneMap bina poligonu merkezi,139.34118168165253,2,OneMap,7.0,0.0,7,0,7,5,5,0,0,0,0,2,1,0.7142857142857143,0,0,3,0,BİREYSEL,,GPON,GPON,BF,2021-01-12,2021.0,31253117.0,6.713275637300092
BN-0000331211,16014744158,O22373202,2223117.0,Tellcordia ID,İNCİ APT.,,,25,TEKİL KONUT,Görükle,Çeşme Cd.,Çeşme Cd.,Nilüfer,Bursa,BRS-GORUKLE,B:BN-0000331211,40.23427873153636,28.841769490949826,OneMap bina poligonu merkezi,268.0729191833313,5,Tahmin,10.0,0.0,10,0,10,5,5,0,0,0,0,5,1,0.5,0,1,2,0,BİREYSEL,,FTTb,,BF,2021-10-02,2021.0,34969303.0,9.622003808970579
BN-0000331589,16014743958,O22410013,2216465.0,Tellcordia ID,EREN APT.,,,12,TEKİL KONUT,Görükle,Göktaşı Sk.,Göktaşı Sk.,Nilüfer,Bursa,BRS-GORUKLE,B:BN-0000331589,40.23683925004157,28.839243378788627,OneMap bina poligonu merkezi,227.48536690055192,12,Tahmin,20.0,0.0,20,0,20,15,14,0,1,0,0,6,1,0.7,0,1,0,0,BİREYSEL,,FTTb,,BF,2021-02-09,2021.0,31158066.0,9.882069229924644
BN-0000331590,16014744165,O22410014,3393994.0,Tellcordia ID,ADA 50 APT.,,,10,TEKİL KONUT,Dumlupınar,466. Sk.,466. Sk.,Nilüfer,Bursa,BRS-GORUKLE,B:BN-0000331590,40.227701960288606,28.829994349677126,OneMap bina poligonu merkezi,419.87032464367803,16,Tahmin,50.0,0.0,50,0,50,25,24,0,1,0,0,26,1,0.48,1,0,8,0,BİREYSEL,,FTTb,,BF,2021-07-06,2021.0,68254492.0,10.531078352473916
BN-0000331644,16014734520,O22411413,1351114.0,Tellcordia ID,ÇAĞATAY SİT. NO42 BLK.,ÇAĞATAY,NO42,42,SİTE,Yeşil,1. Yeşil Cd.,1. Yeşil Cd.,Yıldırım,Bursa,BRS-NAMAZGAH,S:Yıldırım|Yeşil|CAGATAY,40.180982459520216,29.07321988127383,OneMap bina poligonu merkezi,125.78862465120461,4,OneMap,5.0,3.0,5,3,2,1,0,1,0,1,0,2,1,0.0,0,0,0,0,BİREYSEL,,GPON,GPON,BF,2020-11-07,2020.0,17285579.0,11.069777468540257
BN-0000331657,16014743330,O22411426,3393524.0,Tellcordia ID,DOYGUN SİT. B BLK.,DOYGUN,B,1,SİTE,Bağlaraltı,427. Sk.,427. Sk.,Yıldırım,Bursa,BRS-SITELER,S:Yıldırım|Bağlaraltı|DOYGUN,40.18037955741687,29.14057136654838,OneMap bina poligonu merkezi,367.69109024764424,13,Tahmin,35.0,0.0,35,0,35,8,8,0,0,0,0,27,1,0.22857142857142856,0,0,3,0,BİREYSEL,,GPON,GPON,BF,2020-12-27,2020.0,16924702.0,16.50418409990955
BN-0000331658,16014709056,O22411427,40167.0,Tellcordia ID,ÖZGÜNSU SİT. A BLK.,ÖZGÜNSU,ÖZGÜNSU,56A,Site,Yeni,Uludağ Cd.,Uludağ Cd.,Kestel,Bursa,BRS-KESTEL2,S:Kestel|Yeni|OZGUNSU#1,40.189423094415226,29.203216809666916,OneMap bina poligonu merkezi,200.24857656810414,8,Tahmin,12.0,0.0,12,2,10,4,3,1,0,1,0,7,1,0.3,0,0,1,0,BİREYSEL,,GPON,GPON,BF,2020-11-23,2020.0,27228421.0,21.49884895081139
BN-0000331659,16014709057,O22411428,40168.0,Tellcordia ID,ÖZGÜNSU SİT. B BLK.,ÖZGÜNSU,ÖZGÜNSU,56B,Site,Yeni,Uludağ Cd.,Uludağ Cd.,Kestel,Bursa,BRS-KESTEL2,S:Kestel|Yeni|OZGUNSU#1,40.189250146496626,29.20339885723869,OneMap bina poligonu merkezi,221.94685046216725,6,Tahmin,10.0,0.0,10,0,10,6,5,0,1,0,0,5,1,0.5,0,0,3,0,BİREYSEL,,GPON,GPON,BF,2020-11-23,2020.0,27228424.0,21.517181685014123
BN-0000331660,16014709055,O22411429,40166.0,Tellcordia ID,ÖZGÜNSU SİT. C BLK.,ÖZGÜNSU,ÖZGÜNSU,56C,Site,Yeni,Uludağ Cd.,Uludağ Cd.,Kestel,Bursa,BRS-KESTEL2,S:Kestel|Yeni|OZGUNSU#1,40.18937320035646,29.203573760136646,OneMap bina poligonu merkezi,189.93352673520624,7,Tahmin,10.0,0.0,10,0,10,4,4,0,0,0,0,6,1,0.4,0,0,3,0,BİREYSEL,,GPON,GPON,BF,2020-11-23,2020.0,27228427.0,21.529681343294545
